,CHF Curncy,CHF Curncy,CHF Curncy,CHF Curncy,CHF Curncy,CHF Curncy,CHF Curncy
,open,high,low,close,volume,num_trds,value
2021-05-11 17:00:00-04:00,0.9037,0.9038,0.9036,0.9038,0,380,0.0
2021-05-11 17:01:00-04:00,0.9038,0.9038,0.9037,0.9037,0,433,0.0
2021-05-11 17:02:00-04:00,0.9037,0.9038,0.9036,0.9037,0,432,0.0
2021-05-11 17:03:00-04:00,0.9037,0.9038,0.9036,0.9038,0,439,0.0
2021-05-11 17:04:00-04:00,0.9038,0.9038,0.9036,0.9036,0,443,0.0
2021-05-11 17:05:00-04:00,0.9036,0.9037,0.9036,0.9037,0,468,0.0
2021-05-11 17:06:00-04:00,0.9037,0.9037,0.9036,0.9037,0,462,0.0
2021-05-11 17:07:00-04:00,0.9037,0.9037,0.9036,0.9037,0,473,0.0
2021-05-11 17:08:00-04:00,0.9037,0.9037,0.9037,0.9037,0,464,0.0
2021-05-11 17:09:00-04:00,0.9037,0.9037,0.9036,0.9037,0,469,0.0
2021-05-11 17:10:00-04:00,0.9037,0.9037,0.9036,0.9037,0,480,0.0
2021-05-11 17:11:00-04:00,0.9037,0.9037,0.9036,0.9036,0,459,0.0
2021-05-11 17:12:00-04:00,0.9036,0.9037,0.9036,0.9037,0,485,0.0
2021-05-11 17:13:00-04:00,0.9037,0.9037,0.9037,0.9037,0,468,0.0
2021-05-11 17:14:00-04:00,0.9037,0.9037,0.9037,0.9037,0,452,0.0
2021-05-11 17:15:00-04:00,0.9037,0.9037,0.9036,0.9037,0,476,0.0
2021-05-11 17:16:00-04:00,0.9037,0.9038,0.9037,0.9038,0,492,0.0
2021-05-11 17:17:00-04:00,0.9038,0.9039,0.9036,0.9039,0,563,0.0
2021-05-11 17:18:00-04:00,0.9039,0.9039,0.9039,0.9039,0,483,0.0
2021-05-11 17:19:00-04:00,0.9039,0.9039,0.9039,0.9039,0,474,0.0
2021-05-11 17:20:00-04:00,0.9039,0.9039,0.9039,0.9039,0,474,0.0
2021-05-11 17:21:00-04:00,0.9039,0.9039,0.9039,0.9039,0,473,0.0
2021-05-11 17:22:00-04:00,0.9039,0.9039,0.9039,0.9039,0,454,0.0
2021-05-11 17:23:00-04:00,0.9039,0.9039,0.9039,0.9039,0,476,0.0
2021-05-11 17:24:00-04:00,0.9039,0.9039,0.9039,0.9039,0,458,0.0
2021-05-11 17:25:00-04:00,0.9039,0.9039,0.9039,0.9039,0,515,0.0
2021-05-11 17:26:00-04:00,0.9039,0.9039,0.9039,0.9039,0,465,0.0
2021-05-11 17:27:00-04:00,0.9039,0.9039,0.9039,0.9039,0,469,0.0
2021-05-11 17:28:00-04:00,0.9039,0.9039,0.9039,0.9039,0,458,0.0
2021-05-11 17:29:00-04:00,0.9039,0.9039,0.9039,0.9039,0,470,0.0
2021-05-11 17:30:00-04:00,0.9039,0.9039,0.9039,0.9039,0,490,0.0
2021-05-11 17:31:00-04:00,0.9039,0.9039,0.9039,0.9039,0,461,0.0
2021-05-11 17:32:00-04:00,0.9039,0.9039,0.9039,0.9039,0,457,0.0
2021-05-11 17:33:00-04:00,0.9039,0.904,0.9039,0.9039,0,528,0.0
2021-05-11 17:34:00-04:00,0.9039,0.9039,0.9039,0.9039,0,506,0.0
2021-05-11 17:35:00-04:00,0.9039,0.9039,0.9039,0.9039,0,467,0.0
2021-05-11 17:36:00-04:00,0.9039,0.9039,0.9038,0.9039,0,461,0.0
2021-05-11 17:37:00-04:00,0.9039,0.9039,0.9039,0.9039,0,456,0.0
2021-05-11 17:38:00-04:00,0.9039,0.9039,0.9039,0.9039,0,470,0.0
2021-05-11 17:39:00-04:00,0.9039,0.9039,0.9038,0.9039,0,474,0.0
2021-05-11 17:40:00-04:00,0.9039,0.9039,0.9038,0.9038,0,473,0.0
2021-05-11 17:41:00-04:00,0.9038,0.9039,0.9038,0.9039,0,460,0.0
2021-05-11 17:42:00-04:00,0.9039,0.9039,0.9038,0.9039,0,461,0.0
2021-05-11 17:43:00-04:00,0.9039,0.9039,0.9039,0.9039,0,458,0.0
2021-05-11 17:44:00-04:00,0.9039,0.9039,0.9039,0.9039,0,480,0.0
2021-05-11 17:45:00-04:00,0.9039,0.9039,0.9039,0.9039,0,456,0.0
2021-05-11 17:46:00-04:00,0.9039,0.9039,0.9039,0.9039,0,490,0.0
2021-05-11 17:47:00-04:00,0.9039,0.9039,0.9039,0.9039,0,493,0.0
2021-05-11 17:48:00-04:00,0.9039,0.9039,0.9039,0.9039,0,482,0.0
2021-05-11 17:49:00-04:00,0.9039,0.9039,0.9038,0.9039,0,464,0.0
2021-05-11 17:50:00-04:00,0.9039,0.9039,0.9031,0.9033,0,641,0.0
2021-05-11 17:51:00-04:00,0.9033,0.9034,0.9032,0.9033,0,498,0.0
2021-05-11 17:52:00-04:00,0.9033,0.9034,0.9033,0.9033,0,501,0.0
2021-05-11 17:53:00-04:00,0.9033,0.9033,0.9032,0.9032,0,488,0.0
2021-05-11 17:54:00-04:00,0.9032,0.9033,0.9032,0.9033,0,472,0.0
2021-05-11 17:55:00-04:00,0.9033,0.9034,0.9032,0.9033,0,512,0.0
2021-05-11 17:56:00-04:00,0.9033,0.9034,0.9033,0.9034,0,490,0.0
2021-05-11 17:57:00-04:00,0.9034,0.9034,0.9033,0.9033,0,490,0.0
2021-05-11 17:58:00-04:00,0.9033,0.9033,0.9033,0.9033,0,472,0.0
2021-05-11 17:59:00-04:00,0.9033,0.9033,0.9032,0.9033,0,504,0.0
2021-05-11 18:00:00-04:00,0.9033,0.9035,0.9033,0.9035,0,631,0.0
2021-05-11 18:01:00-04:00,0.9035,0.9035,0.9034,0.9034,0,547,0.0
2021-05-11 18:02:00-04:00,0.9034,0.9035,0.9034,0.9035,0,503,0.0
2021-05-11 18:03:00-04:00,0.9035,0.9036,0.9035,0.9035,0,579,0.0
2021-05-11 18:04:00-04:00,0.9035,0.9036,0.9035,0.9035,0,574,0.0
2021-05-11 18:05:00-04:00,0.9035,0.9036,0.9035,0.9035,0,591,0.0
2021-05-11 18:06:00-04:00,0.9035,0.9035,0.9035,0.9035,0,573,0.0
2021-05-11 18:07:00-04:00,0.9035,0.9036,0.9035,0.9036,0,520,0.0
2021-05-11 18:08:00-04:00,0.9036,0.9036,0.9036,0.9036,0,511,0.0
2021-05-11 18:09:00-04:00,0.9036,0.9036,0.9036,0.9036,0,559,0.0
2021-05-11 18:10:00-04:00,0.9036,0.9037,0.9036,0.9037,0,631,0.0
2021-05-11 18:11:00-04:00,0.9037,0.9037,0.9036,0.9036,0,607,0.0
2021-05-11 18:12:00-04:00,0.9036,0.9037,0.9036,0.9036,0,576,0.0
2021-05-11 18:13:00-04:00,0.9036,0.9037,0.9036,0.9036,0,601,0.0
2021-05-11 18:14:00-04:00,0.9036,0.9036,0.9035,0.9035,0,681,0.0
2021-05-11 18:15:00-04:00,0.9035,0.9036,0.9035,0.9036,0,530,0.0
2021-05-11 18:16:00-04:00,0.9036,0.9036,0.9036,0.9036,0,517,0.0
2021-05-11 18:17:00-04:00,0.9036,0.9036,0.9036,0.9036,0,524,0.0
2021-05-11 18:18:00-04:00,0.9036,0.9036,0.9036,0.9036,0,497,0.0
2021-05-11 18:19:00-04:00,0.9036,0.9037,0.9036,0.9037,0,506,0.0
2021-05-11 18:20:00-04:00,0.9037,0.9037,0.9037,0.9037,0,514,0.0
