,CHF Curncy,CHF Curncy,CHF Curncy,CHF Curncy,CHF Curncy,CHF Curncy,CHF Curncy
,open,high,low,close,volume,num_trds,value
2021-06-14 17:00:00-04:00,0.8999,0.9002,0.8996,0.8998,0,294,0.0
2021-06-14 17:01:00-04:00,0.8998,0.9001,0.8998,0.8998,0,293,0.0
2021-06-14 17:02:00-04:00,0.8998,0.9002,0.8997,0.9,0,294,0.0
2021-06-14 17:03:00-04:00,0.9,0.9002,0.8997,0.9,0,319,0.0
2021-06-14 17:04:00-04:00,0.9,0.9,0.8998,0.8999,0,364,0.0
2021-06-14 17:05:00-04:00,0.8999,0.9,0.8998,0.8998,0,387,0.0
2021-06-14 17:06:00-04:00,0.8998,0.9,0.8998,0.9,0,408,0.0
2021-06-14 17:07:00-04:00,0.9,0.9001,0.8999,0.9,0,494,0.0
2021-06-14 17:08:00-04:00,0.9,0.9001,0.9,0.9,0,492,0.0
2021-06-14 17:09:00-04:00,0.9,0.9,0.9,0.9,0,474,0.0
2021-06-14 17:10:00-04:00,0.9,0.9,0.8999,0.9,0,468,0.0
2021-06-14 17:11:00-04:00,0.9,0.9,0.9,0.9,0,467,0.0
2021-06-14 17:12:00-04:00,0.9,0.9,0.9,0.9,0,478,0.0
2021-06-14 17:13:00-04:00,0.9,0.9,0.9,0.9,0,497,0.0
2021-06-14 17:14:00-04:00,0.9,0.9,0.9,0.9,0,495,0.0
2021-06-14 17:15:00-04:00,0.9,0.9,0.8999,0.8999,0,475,0.0
2021-06-14 17:16:00-04:00,0.8999,0.9,0.8999,0.8999,0,480,0.0
2021-06-14 17:17:00-04:00,0.8999,0.9,0.8999,0.8999,0,488,0.0
2021-06-14 17:18:00-04:00,0.8999,0.8999,0.8999,0.8999,0,482,0.0
2021-06-14 17:19:00-04:00,0.8999,0.9,0.8999,0.8999,0,485,0.0
2021-06-14 17:20:00-04:00,0.8999,0.9,0.8999,0.8999,0,500,0.0
2021-06-14 17:21:00-04:00,0.8999,0.9,0.8999,0.9,0,480,0.0
2021-06-14 17:22:00-04:00,0.9,0.9,0.8999,0.8999,0,504,0.0
2021-06-14 17:23:00-04:00,0.8999,0.9,0.8999,0.8999,0,494,0.0
2021-06-14 17:24:00-04:00,0.8999,0.9,0.8999,0.8999,0,502,0.0
2021-06-14 17:25:00-04:00,0.8999,0.9,0.8999,0.8999,0,490,0.0
