,date,PX_BID,PX_MID,PX_ASK,PX_DIRTY_BID,PX_DIRTY_MID,PX_DIRTY_ASK,PX_LAST,YLD_YTM_BID,YLD_YTM_MID,YLD_YTM_ASK
38,2016-07-08,100.125,100.214,100.303,100.481,100.57,100.659,100.214,2.329,2.296,2.2640000000000002
39,2016-07-11,100.057,100.147,100.237,100.42,100.51,100.6,100.147,2.354,2.321,2.288
40,2016-07-12,100.0,100.09,100.179,100.369,100.459,100.548,100.09,2.374,2.342,2.309
41,2016-07-13,99.942,100.04,100.138,100.331,100.429,100.527,100.04,2.396,2.36,2.324
42,2016-07-14,99.941,100.04,100.138,100.337,100.436,100.534,100.04,2.396,2.36,2.324
43,2016-07-15,99.967,100.066,100.164,100.369,100.468,100.566,100.066,2.387,2.35,2.314
44,2016-07-18,100.008,100.111,100.213,100.417,100.52,100.622,100.111,2.371,2.334,2.296
45,2016-07-19,100.034,100.132,100.23,100.45,100.548,100.646,100.132,2.362,2.326,2.29
46,2016-07-20,99.965,100.067,100.168,100.4,100.502,100.603,100.067,2.387,2.35,2.312
47,2016-07-21,99.97,100.072,100.173,100.412,100.514,100.615,100.072,2.385,2.348,2.311
48,2016-07-22,100.002,100.102,100.203,100.451,100.551,100.652,100.102,2.374,2.337,2.299
49,2016-07-25,100.007,100.095,100.183,100.462,100.55,100.638,100.095,2.372,2.339,2.307
50,2016-07-26,99.987,100.092,100.196,100.449,100.554,100.658,100.092,2.379,2.34,2.302
51,2016-07-27,99.969,100.075,100.18,100.444,100.55,100.655,100.075,2.386,2.347,2.308
