,S F22 Comdty,S F22 Comdty,S F22 Comdty,S F22 Comdty,S F22 Comdty,S F22 Comdty,S F22 Comdty
,open,high,low,close,volume,num_trds,value
2021-07-12 20:00:00-04:00,1354.25,1355.25,1351.75,1352.75,18,16,24367.0
2021-07-12 20:01:00-04:00,1353.75,1353.75,1353.75,1353.75,2,2,2707.5
2021-07-12 20:11:00-04:00,1354.25,1354.25,1354.25,1354.25,2,2,2708.5
2021-07-12 20:14:00-04:00,1353.5,1353.75,1352.75,1352.75,10,9,13532.5
2021-07-12 20:21:00-04:00,1354.0,1354.0,1354.0,1354.0,1,1,1354.0
2021-07-12 20:23:00-04:00,1354.25,1354.25,1354.25,1354.25,1,1,1354.25
2021-07-12 20:36:00-04:00,1354.75,1354.75,1354.75,1354.75,5,1,6773.75
2021-07-12 20:43:00-04:00,1357.25,1357.25,1357.25,1357.25,1,1,1357.25
2021-07-12 20:45:00-04:00,1357.0,1357.0,1357.0,1357.0,1,1,1357.0
2021-07-12 20:46:00-04:00,1357.25,1357.5,1357.25,1357.5,3,2,4072.25
2021-07-12 20:48:00-04:00,1358.5,1358.5,1358.5,1358.5,1,1,1358.5
2021-07-12 20:49:00-04:00,1358.5,1358.5,1358.5,1358.5,2,1,2717.0
2021-07-12 21:01:00-04:00,1355.75,1355.75,1355.75,1355.75,1,1,1355.75
2021-07-12 21:16:00-04:00,1354.75,1355.0,1354.75,1355.0,8,2,10839.5
2021-07-12 21:18:00-04:00,1355.0,1355.0,1354.25,1354.25,2,2,2709.25
2021-07-12 21:28:00-04:00,1354.75,1354.75,1354.75,1354.75,1,1,1354.75
2021-07-12 21:29:00-04:00,1355.0,1355.0,1355.0,1355.0,2,1,2710.0
2021-07-12 21:39:00-04:00,1356.75,1357.25,1356.75,1357.25,5,2,6784.25
2021-07-12 21:44:00-04:00,1356.5,1356.5,1356.5,1356.5,1,1,1356.5
2021-07-12 22:00:00-04:00,1359.0,1359.0,1359.0,1359.0,1,1,1359.0
2021-07-12 22:46:00-04:00,1356.25,1356.25,1356.25,1356.25,1,1,1356.25
2021-07-12 22:48:00-04:00,1355.75,1355.75,1355.5,1355.5,3,2,4067.0
2021-07-12 22:51:00-04:00,1354.5,1354.5,1354.5,1354.5,8,2,10836.0
2021-07-12 22:53:00-04:00,1355.0,1355.0,1355.0,1355.0,1,1,1355.0
2021-07-12 22:54:00-04:00,1354.75,1354.75,1354.75,1354.75,1,1,1354.75
2021-07-12 22:59:00-04:00,1352.75,1352.75,1352.75,1352.75,1,1,1352.75
2021-07-12 23:26:00-04:00,1355.75,1356.0,1355.75,1356.0,4,2,5423.25
2021-07-12 23:31:00-04:00,1356.75,1357.5,1356.75,1357.5,3,3,4071.5
2021-07-12 23:33:00-04:00,1357.5,1357.5,1357.5,1357.5,1,1,1357.5
2021-07-12 23:34:00-04:00,1357.25,1357.75,1357.25,1357.75,2,2,2715.0
2021-07-12 23:36:00-04:00,1357.25,1357.25,1357.0,1357.0,2,2,2714.25
2021-07-12 23:37:00-04:00,1356.75,1356.75,1356.75,1356.75,1,1,1356.75
2021-07-12 23:44:00-04:00,1357.0,1357.0,1357.0,1357.0,10,3,13570.0
2021-07-12 23:57:00-04:00,1355.75,1355.75,1355.75,1355.75,1,1,1355.75
2021-07-13 00:06:00-04:00,1355.5,1355.5,1355.0,1355.0,6,3,8131.0
2021-07-13 00:10:00-04:00,1354.75,1355.25,1354.75,1355.25,3,3,4065.0
2021-07-13 00:35:00-04:00,1354.25,1354.25,1354.0,1354.0,2,2,2708.25
2021-07-13 00:38:00-04:00,1354.25,1354.5,1354.25,1354.5,4,2,5417.5
2021-07-13 00:40:00-04:00,1355.0,1355.25,1354.75,1354.75,4,4,5419.75
2021-07-13 00:44:00-04:00,1354.5,1354.5,1354.5,1354.5,1,1,1354.5
2021-07-13 01:19:00-04:00,1352.75,1352.75,1351.75,1351.75,7,7,9466.25
2021-07-13 01:20:00-04:00,1352.0,1352.0,1352.0,1352.0,1,1,1352.0
2021-07-13 01:21:00-04:00,1352.75,1353.0,1352.75,1353.0,2,2,2705.75
2021-07-13 01:26:00-04:00,1353.25,1353.25,1353.25,1353.25,1,1,1353.25
2021-07-13 01:29:00-04:00,1352.75,1353.0,1352.75,1353.0,2,2,2705.75
2021-07-13 01:38:00-04:00,1352.25,1352.25,1351.75,1351.75,2,2,2704.0
2021-07-13 01:45:00-04:00,1352.25,1353.0,1352.25,1353.0,2,2,2705.25
2021-07-13 02:05:00-04:00,1355.75,1355.75,1355.75,1355.75,2,1,2711.5
2021-07-13 02:08:00-04:00,1357.0,1357.0,1357.0,1357.0,2,1,2714.0
2021-07-13 02:11:00-04:00,1355.75,1355.75,1355.75,1355.75,2,1,2711.5
2021-07-13 02:52:00-04:00,1358.25,1358.25,1358.25,1358.25,2,2,2716.5
2021-07-13 02:57:00-04:00,1358.25,1358.25,1358.25,1358.25,1,1,1358.25
2021-07-13 02:58:00-04:00,1358.5,1358.5,1358.5,1358.5,1,1,1358.5
2021-07-13 03:00:00-04:00,1357.75,1357.75,1357.75,1357.75,1,1,1357.75
2021-07-13 03:08:00-04:00,1354.75,1354.75,1354.75,1354.75,1,1,1354.75
2021-07-13 03:11:00-04:00,1357.0,1357.5,1357.0,1357.5,2,2,2714.5
2021-07-13 03:16:00-04:00,1359.0,1359.0,1359.0,1359.0,1,1,1359.0
2021-07-13 03:18:00-04:00,1360.25,1360.25,1360.25,1360.25,2,1,2720.5
2021-07-13 03:22:00-04:00,1358.75,1358.75,1358.75,1358.75,6,4,8152.5
2021-07-13 03:41:00-04:00,1356.75,1356.75,1356.75,1356.75,1,1,1356.75
2021-07-13 03:55:00-04:00,1356.25,1356.5,1356.25,1356.5,4,2,5425.5
2021-07-13 03:59:00-04:00,1355.25,1355.25,1355.25,1355.25,1,1,1355.25
2021-07-13 04:04:00-04:00,1354.5,1354.5,1354.5,1354.5,2,1,2709.0
2021-07-13 04:06:00-04:00,1354.5,1355.0,1354.5,1355.0,4,2,5419.0
2021-07-13 04:09:00-04:00,1354.5,1354.5,1354.25,1354.25,5,4,6772.0
2021-07-13 04:10:00-04:00,1354.25,1354.25,1354.25,1354.25,1,1,1354.25
2021-07-13 04:14:00-04:00,1355.0,1355.0,1355.0,1355.0,3,2,4065.0
2021-07-13 04:18:00-04:00,1356.5,1356.5,1356.5,1356.5,1,1,1356.5
2021-07-13 04:20:00-04:00,1356.0,1356.0,1356.0,1356.0,1,1,1356.0
2021-07-13 04:23:00-04:00,1357.25,1357.25,1357.25,1357.25,3,2,4071.75
2021-07-13 05:05:00-04:00,1352.0,1352.5,1352.0,1352.5,2,2,2704.5
2021-07-13 05:27:00-04:00,1354.5,1354.5,1354.5,1354.5,4,4,5418.0
2021-07-13 05:32:00-04:00,1354.75,1355.75,1354.75,1355.75,9,7,12197.75
2021-07-13 05:34:00-04:00,1356.5,1356.5,1356.5,1356.5,1,1,1356.5
2021-07-13 05:36:00-04:00,1357.0,1357.25,1356.75,1356.75,5,5,6785.0
2021-07-13 05:50:00-04:00,1356.5,1356.5,1356.5,1356.5,1,1,1356.5
2021-07-13 05:56:00-04:00,1356.0,1356.0,1356.0,1356.0,2,1,2712.0
2021-07-13 06:14:00-04:00,1354.5,1354.5,1354.5,1354.5,1,1,1354.5
2021-07-13 06:32:00-04:00,1354.5,1354.5,1354.25,1354.25,2,2,2708.75
2021-07-13 06:35:00-04:00,1354.0,1354.0,1354.0,1354.0,1,1,1354.0
2021-07-13 06:37:00-04:00,1354.75,1354.75,1354.75,1354.75,1,1,1354.75
2021-07-13 06:47:00-04:00,1355.75,1355.75,1355.75,1355.75,1,1,1355.75
2021-07-13 07:07:00-04:00,1354.5,1354.5,1354.5,1354.5,1,1,1354.5
2021-07-13 07:09:00-04:00,1354.25,1354.25,1354.25,1354.25,1,1,1354.25
2021-07-13 07:13:00-04:00,1355.0,1355.0,1355.0,1355.0,1,1,1355.0
2021-07-13 07:36:00-04:00,1354.25,1354.25,1354.25,1354.25,1,1,1354.25
2021-07-13 07:45:00-04:00,1354.25,1354.25,1354.25,1354.25,1,1,1354.25
2021-07-13 07:49:00-04:00,1354.75,1354.75,1354.75,1354.75,1,1,1354.75
2021-07-13 07:52:00-04:00,1354.25,1354.25,1354.25,1354.25,4,1,5417.0
2021-07-13 07:54:00-04:00,1355.0,1355.0,1355.0,1355.0,1,1,1355.0
2021-07-13 07:55:00-04:00,1355.5,1355.5,1355.5,1355.5,2,2,2711.0
2021-07-13 07:57:00-04:00,1356.0,1356.0,1356.0,1356.0,2,1,2712.0
2021-07-13 08:01:00-04:00,1356.75,1356.75,1356.75,1356.75,1,1,1356.75
2021-07-13 08:05:00-04:00,1355.5,1355.5,1355.5,1355.5,1,1,1355.5
2021-07-13 08:06:00-04:00,1357.0,1357.0,1357.0,1357.0,2,1,2714.0
2021-07-13 08:08:00-04:00,1356.75,1356.75,1356.5,1356.5,2,2,2713.25
2021-07-13 08:09:00-04:00,1357.75,1357.75,1357.75,1357.75,1,1,1357.75
2021-07-13 08:10:00-04:00,1357.75,1359.0,1357.75,1359.0,13,5,17654.0
2021-07-13 08:11:00-04:00,1359.75,1359.75,1359.0,1359.0,5,5,6797.0
2021-07-13 08:12:00-04:00,1358.75,1359.25,1358.75,1359.25,4,2,5436.5
2021-07-13 08:13:00-04:00,1360.0,1361.0,1360.0,1361.0,4,3,5442.25
2021-07-13 08:15:00-04:00,1361.5,1362.0,1361.5,1362.0,9,3,12255.75
2021-07-13 08:16:00-04:00,1362.5,1363.0,1362.5,1363.0,2,2,2725.5
2021-07-13 08:18:00-04:00,1362.5,1362.5,1362.5,1362.5,1,1,1362.5
2021-07-13 08:19:00-04:00,1362.75,1362.75,1362.75,1362.75,2,1,2725.5
2021-07-13 08:21:00-04:00,1362.25,1363.5,1362.25,1363.5,6,2,8174.75
2021-07-13 08:22:00-04:00,1363.75,1363.75,1363.75,1363.75,1,1,1363.75
2021-07-13 08:24:00-04:00,1363.5,1364.25,1363.5,1364.25,5,3,6819.5
2021-07-13 08:25:00-04:00,1364.5,1365.5,1364.5,1365.5,8,4,10919.0
2021-07-13 08:26:00-04:00,1366.0,1366.0,1365.25,1365.25,2,2,2731.25
2021-07-13 08:27:00-04:00,1366.25,1366.25,1364.75,1365.75,11,9,15020.0
